1.000000000000000000e+09,-7.492404174804687500e+01,-7.611297607421875000e+01
1.000404032000000000e+09,-7.499615478515625000e+01,-7.614012145996093750e+01
1.000808064000000000e+09,-7.491409301757812500e+01,-7.611911010742187500e+01
1.001212096000000000e+09,-7.495828247070312500e+01,-7.618005371093750000e+01
1.001616192000000000e+09,-7.502310180664062500e+01,-7.636328125000000000e+01
1.002020224000000000e+09,-7.498736572265625000e+01,-7.621563720703125000e+01
1.002424256000000000e+09,-7.497113037109375000e+01,-7.630676269531250000e+01
1.002828288000000000e+09,-7.492700195312500000e+01,-7.624427795410156250e+01
1.003232320000000000e+09,-7.494210815429687500e+01,-7.627862548828125000e+01
1.003636352000000000e+09,-7.514105224609375000e+01,-7.642123413085937500e+01
1.004040384000000000e+09,-7.514865112304687500e+01,-7.643557739257812500e+01
1.004444416000000000e+09,-7.518074035644531250e+01,-7.640005493164062500e+01
1.004848512000000000e+09,-7.525027465820312500e+01,-7.640396118164062500e+01
1.005252544000000000e+09,-7.513009643554687500e+01,-7.650077819824218750e+01
1.005656576000000000e+09,-7.523004150390625000e+01,-7.643194580078125000e+01
1.006060608000000000e+09,-7.521649169921875000e+01,-7.657598876953125000e+01
1.006464640000000000e+09,-7.513998413085937500e+01,-7.649539184570312500e+01
1.006868672000000000e+09,-7.522128295898437500e+01,-7.645292663574218750e+01
1.007272704000000000e+09,-7.525296020507812500e+01,-7.654104614257812500e+01
1.007676736000000000e+09,-7.525527954101562500e+01,-7.642428588867187500e+01
1.008080832000000000e+09,-7.510159301757812500e+01,-7.644830322265625000e+01
1.008484864000000000e+09,-7.520016479492187500e+01,-7.639732360839843750e+01
1.008888896000000000e+09,-7.519477844238281250e+01,-7.647758483886718750e+01
1.009292928000000000e+09,-7.534515380859375000e+01,-7.654664611816406250e+01
1.009696960000000000e+09,-7.527075195312500000e+01,-7.645425415039062500e+01
1.010100992000000000e+09,-7.528875732421875000e+01,-7.642913818359375000e+01
1.010505024000000000e+09,-7.526994323730468750e+01,-7.648471069335937500e+01
1.010909120000000000e+09,-7.503680419921875000e+01,-7.643045043945312500e+01
1.011313152000000000e+09,-7.517782592773437500e+01,-7.644116210937500000e+01
1.011717184000000000e+09,-7.516055297851562500e+01,-7.635879516601562500e+01
1.012121216000000000e+09,-7.532015991210937500e+01,-7.645935058593750000e+01
1.012525248000000000e+09,-7.522781372070312500e+01,-7.648788452148437500e+01
1.012929280000000000e+09,-7.536062622070312500e+01,-7.646054077148437500e+01
1.013333312000000000e+09,-7.527740478515625000e+01,-7.670816040039062500e+01
1.013737344000000000e+09,-7.534826660156250000e+01,-7.660116577148437500e+01
1.014141440000000000e+09,-7.528887939453125000e+01,-7.649008178710937500e+01
1.014545472000000000e+09,-7.520312500000000000e+01,-7.641583251953125000e+01
1.014949504000000000e+09,-7.520898437500000000e+01,-7.639884948730468750e+01
1.015353536000000000e+09,-7.509980773925781250e+01,-7.644705200195312500e+01
1.015757568000000000e+09,-7.525585937500000000e+01,-7.659109497070312500e+01
1.016161600000000000e+09,-7.522503662109375000e+01,-7.655038452148437500e+01
1.016565632000000000e+09,-7.523550415039062500e+01,-7.655732727050781250e+01
1.016969728000000000e+09,-7.532168579101562500e+01,-7.668756103515625000e+01
1.017373760000000000e+09,-7.546232604980468750e+01,-7.662222290039062500e+01
1.017777792000000000e+09,-7.548347473144531250e+01,-7.669496154785156250e+01
1.018181824000000000e+09,-7.541235351562500000e+01,-7.674224853515625000e+01
1.018585856000000000e+09,-7.543899536132812500e+01,-7.671612548828125000e+01
1.018989888000000000e+09,-7.542028808593750000e+01,-7.674150085449218750e+01
1.019393920000000000e+09,-7.545068359375000000e+01,-7.667645263671875000e+01
1.019797952000000000e+09,-7.553311157226562500e+01,-7.666694641113281250e+01
1.020202048000000000e+09,-7.549470520019531250e+01,-7.675927734375000000e+01
1.020606080000000000e+09,-7.543301391601562500e+01,-7.673352050781250000e+01
1.021010112000000000e+09,-7.546557617187500000e+01,-7.666070556640625000e+01
1.021414144000000000e+09,-7.550112915039062500e+01,-7.671090698242187500e+01
1.021818176000000000e+09,-7.557632446289062500e+01,-7.673301696777343750e+01
1.022222208000000000e+09,-7.559014892578125000e+01,-7.677426147460937500e+01
1.022626240000000000e+09,-7.565371704101562500e+01,-7.680703735351562500e+01
1.023030272000000000e+09,-7.557783508300781250e+01,-7.675675964355468750e+01
1.023434368000000000e+09,-7.552171325683593750e+01,-7.679586791992187500e+01
1.023838400000000000e+09,-7.548321533203125000e+01,-7.668035888671875000e+01
1.024242432000000000e+09,-7.552612304687500000e+01,-7.679644775390625000e+01
1.024646464000000000e+09,-7.547235107421875000e+01,-7.675991821289062500e+01
1.025050496000000000e+09,-7.552951049804687500e+01,-7.691940307617187500e+01
1.025454528000000000e+09,-7.542999267578125000e+01,-7.664984130859375000e+01
1.025858560000000000e+09,-7.539245605468750000e+01,-7.655957031250000000e+01
1.026262656000000000e+09,-7.539996337890625000e+01,-7.673800659179687500e+01
1.026666688000000000e+09,-7.532235717773437500e+01,-7.657890319824218750e+01
1.027070720000000000e+09,-7.530380249023437500e+01,-7.661697387695312500e+01
1.027474752000000000e+09,-7.525659179687500000e+01,-7.646975708007812500e+01
1.027878784000000000e+09,-7.521453857421875000e+01,-7.639387512207031250e+01
1.028282816000000000e+09,-7.514465332031250000e+01,-7.649244689941406250e+01
1.028686848000000000e+09,-7.513177490234375000e+01,-7.625482177734375000e+01
1.029090880000000000e+09,-7.515542602539062500e+01,-7.637933349609375000e+01
1.029494976000000000e+09,-7.505871582031250000e+01,-7.629321289062500000e+01
1.029899008000000000e+09,-7.511212158203125000e+01,-7.643858337402343750e+01
1.030303040000000000e+09,-7.516622924804687500e+01,-7.635137939453125000e+01
