       100E+07;-69E+00;

       400E+07;450E+01;

       699E+07;562E+01;

       999E+07;577E+01;

       130E+08;632E+01;

       160E+08;615E+01;

       190E+08;570E+01;

       220E+08;695E+01;

       250E+08;730E+01;

       280E+08;694E+01;

       310E+08;733E+01;

       339E+08;642E+01;

       369E+08;687E+01;

       399E+08;585E+01;

       429E+08;666E+01;

       459E+08;756E+01;

       489E+08;759E+01;

       519E+08;759E+01;

       549E+08;738E+01;

       579E+08;750E+01;

       609E+08;741E+01;

       639E+08;739E+01;

       669E+08;749E+01;

       699E+08;750E+01;

       729E+08;789E+01;

       759E+08;731E+01;

       789E+08;759E+01;

       819E+08;759E+01;

       849E+08;748E+01;

       879E+08;735E+01;

       909E+08;749E+01;

       938E+08;766E+01;

       968E+08;759E+01;

       998E+08;752E+01;

       103E+09;752E+01;

       106E+09;759E+01;

       109E+09;762E+01;

       112E+09;764E+01;

       115E+09;760E+01;

       118E+09;771E+01;

       121E+09;758E+01;

       124E+09;762E+01;

       127E+09;769E+01;

       130E+09;765E+01;

       133E+09;768E+01;

       136E+09;760E+01;

       139E+09;768E+01;

       142E+09;764E+01;

       145E+09;762E+01;

       148E+09;771E+01;

       151E+09;762E+01;

       154E+09;767E+01;

       157E+09;770E+01;

       160E+09;773E+01;

       163E+09;763E+01;

       166E+09;765E+01;

       169E+09;767E+01;

       172E+09;768E+01;

       175E+09;766E+01;

       178E+09;773E+01;

       181E+09;776E+01;

       184E+09;775E+01;

       187E+09;773E+01;

       190E+09;778E+01;

       193E+09;773E+01;

       196E+09;773E+01;

       199E+09;769E+01;

       202E+09;774E+01;

       205E+09;774E+01;

       208E+09;769E+01;

       211E+09;776E+01;

       214E+09;774E+01;

       217E+09;771E+01;

       220E+09;768E+01;

       223E+09;763E+01;

       226E+09;771E+01;

       229E+09;762E+01;

       232E+09;765E+01;

       235E+09;764E+01;

       238E+09;763E+01;

       241E+09;766E+01;

       244E+09;779E+01;

       247E+09;759E+01;

       250E+09;759E+01;

       253E+09;766E+01;

       256E+09;756E+01;

       259E+09;748E+01;

       262E+09;743E+01;

       265E+09;764E+01;

       268E+09;749E+01;

       271E+09;754E+01;

       274E+09;759E+01;

       277E+09;752E+01;

       280E+09;749E+01;

       283E+09;749E+01;

       286E+09;707E+01;

       289E+09;738E+01;

       292E+09;722E+01;

       295E+09;747E+01;

       298E+09;752E+01;

       301E+09;752E+01;

       303E+09;738E+01;

       306E+09;733E+01;

       309E+09;740E+01;

       312E+09;742E+01;

       315E+09;757E+01;

       318E+09;743E+01;

       321E+09;742E+01;

       324E+09;740E+01;

       327E+09;740E+01;

       330E+09;751E+01;

       333E+09;731E+01;

       336E+09;750E+01;

       339E+09;733E+01;

       342E+09;727E+01;

       345E+09;723E+01;

       348E+09;736E+01;

       351E+09;754E+01;

       354E+09;711E+01;

       357E+09;728E+01;

       360E+09;747E+01;

       363E+09;750E+01;

       366E+09;748E+01;

       369E+09;738E+01;

       372E+09;749E+01;

       375E+09;749E+01;

       378E+09;754E+01;

       381E+09;755E+01;

       384E+09;755E+01;

       387E+09;762E+01;

       390E+09;757E+01;

       393E+09;749E+01;

       396E+09;755E+01;

       399E+09;753E+01;

       402E+09;754E+01;

       405E+09;759E+01;

       408E+09;753E+01;

       411E+09;760E+01;

       414E+09;757E+01;

       417E+09;754E+01;

       420E+09;751E+01;

       423E+09;755E+01;

       426E+09;749E+01;

       429E+09;754E+01;

       432E+09;749E+01;

       435E+09;760E+01;

       438E+09;756E+01;

       441E+09;752E+01;

       444E+09;749E+01;

       447E+09;741E+01;

       450E+09;745E+01;

       453E+09;750E+01;

       456E+09;753E+01;

       459E+09;752E+01;

       462E+09;754E+01;

       465E+09;746E+01;

       468E+09;752E+01;

       471E+09;748E+01;

       474E+09;745E+01;

       477E+09;750E+01;

       480E+09;747E+01;

       483E+09;746E+01;

       486E+09;756E+01;

       489E+09;751E+01;

       492E+09;746E+01;

       495E+09;743E+01;

       498E+09;751E+01;

       501E+09;752E+01;

       504E+09;744E+01;

       507E+09;749E+01;

       510E+09;744E+01;

       513E+09;743E+01;

       516E+09;742E+01;

       519E+09;743E+01;

       522E+09;741E+01;

       525E+09;742E+01;

       528E+09;744E+01;

       531E+09;747E+01;

       534E+09;753E+01;

       537E+09;732E+01;

       540E+09;738E+01;

       543E+09;739E+01;

       546E+09;730E+01;

       549E+09;734E+01;

       552E+09;737E+01;

       555E+09;735E+01;

       558E+09;737E+01;

       561E+09;739E+01;

       564E+09;741E+01;

       567E+09;751E+01;

       570E+09;742E+01;

       573E+09;732E+01;

       576E+09;730E+01;

       579E+09;736E+01;

       582E+09;742E+01;

       585E+09;728E+01;

       588E+09;728E+01;

       591E+09;725E+01;

       594E+09;739E+01;

       597E+09;731E+01;

       600E+09;726E+01;
